Epoch	Loss	Accuracy	Val_Loss	Val_Accuracy
1	2.4458227157592773	0.15625	2.807544708251953	0.15625
2	2.3397414684295654	0.09375	2.849036931991577	0.1875
3	2.4234695434570312	0.125	2.7871952056884766	0.125
4	2.2937114238739014	0.15625	2.836637258529663	0.09375
5	2.2409563064575195	0.1875	2.8548038005828857	0.09375
6	2.211160659790039	0.15625	2.8735833168029785	0.09375
7	2.4320521354675293	0.09375	2.7554612159729004	0.1875
8	2.1652307510375977	0.25	2.768738031387329	0.1875
9	2.3419504165649414	0.15625	2.859266757965088	0.09375
10	1.9834452867507935	0.28125	2.8318839073181152	0.125
11	2.1693663597106934	0.21875	2.8267626762390137	0.125
12	2.222424268722534	0.21875	2.946580171585083	0.15625
13	2.1915361881256104	0.21875	2.922300338745117	0.0625
14	2.1908931732177734	0.1875	2.862553119659424	0.125
15	2.359438419342041	0.09375	2.7463667392730713	0.0625
16	2.254272222518921	0.21875	2.7813143730163574	0.0625
17	1.999653935432434	0.25	2.8343417644500732	0.09375
18	2.2323217391967773	0.21875	3.043586254119873	0.0625
19	2.096742868423462	0.25	4.553070068359375	0.0625
20	3.010390281677246	0.125	2.8655099868774414	0.125
21	2.2453179359436035	0.21875	2.7969722747802734	0.15625
22	2.221193552017212	0.1875	2.7870068550109863	0.125
23	2.2505180835723877	0.125	2.809136152267456	0.09375
24	2.1914191246032715	0.1875	2.837515354156494	0.0625
25	2.221005916595459	0.15625	2.797790050506592	0.1875
26	2.1530070304870605	0.1875	2.826240062713623	0.125
27	2.0957741737365723	0.15625	2.9470553398132324	0.09375
28	1.9990081787109375	0.3125	2.8730578422546387	0.15625
29	2.0052452087402344	0.28125	2.820706844329834	0.15625
30	2.1951956748962402	0.21875	2.8053698539733887	0.09375
31	2.189946174621582	0.1875	2.779189109802246	0.125
32	2.1272473335266113	0.28125	2.8846161365509033	0.125
33	2.034106969833374	0.21875	3.0851950645446777	0.15625
34	2.1765968799591064	0.28125	3.0356855392456055	0.09375
35	2.0068745613098145	0.25	3.8549251556396484	0.03125
36	2.375851631164551	0.21875	2.7488412857055664	0.125
37	2.1549072265625	0.1875	3.008967876434326	0.09375
38	2.0628206729888916	0.3125	3.058047294616699	0.09375
39	2.3816637992858887	0.21875	2.8630244731903076	0.125
40	1.9467856884002686	0.25	2.929678440093994	0.15625
41	2.180281639099121	0.1875	2.880631685256958	0.15625
42	2.1131861209869385	0.25	2.8738880157470703	0.125
43	2.0559325218200684	0.25	2.918339490890503	0.15625
44	1.9833014011383057	0.34375	3.298302412033081	0.09375
45	1.9945182800292969	0.28125	2.8870959281921387	0.09375
46	1.8192074298858643	0.1875	3.171420097351074	0.09375
47	2.3875861167907715	0.3125	2.9173176288604736	0.15625
48	2.0871081352233887	0.21875	2.972219228744507	0.09375
49	1.7803890705108643	0.375	3.251246213912964	0.0625
50	1.5361484289169312	0.40625	3.048100709915161	0.09375
51	1.572601079940796	0.375	3.211364269256592	0.0625
52	2.0485358238220215	0.3125	3.299827814102173	0.09375
53	1.7478246688842773	0.34375	3.2359657287597656	0.0625
54	1.8781962394714355	0.28125	3.026055097579956	0.0625
55	1.4485974311828613	0.4375	3.3683581352233887	0.09375
56	1.7137293815612793	0.40625	2.7114527225494385	0.0625
57	1.4125118255615234	0.53125	3.205927848815918	0.125
58	1.7469046115875244	0.3125	2.9490013122558594	0.0625
59	1.2588083744049072	0.5625	3.124457836151123	0.0625
60	1.439317226409912	0.46875	3.105630397796631	0.0625
61	1.4694284200668335	0.4375	3.207327127456665	0.09375
62	1.5578629970550537	0.34375	3.532158851623535	0.09375
63	1.4269416332244873	0.46875	2.9260144233703613	0.0625
64	1.0185788869857788	0.5625	3.0536298751831055	0.0625
65	1.2810274362564087	0.375	3.208974599838257	0.09375
66	1.4106312990188599	0.375	2.9221296310424805	0.09375
67	1.4090948104858398	0.53125	3.1460654735565186	0.09375
68	1.1741032600402832	0.59375	3.102116107940674	0.03125
69	1.350841999053955	0.5	3.066074848175049	0.09375
70	1.1826175451278687	0.5625	3.2618422508239746	0.09375
71	1.3084516525268555	0.46875	3.318356513977051	0.0625
