Epoch	Loss	Accuracy	Val_Loss	Val_Accuracy
1	0.1804690659046173	0.9375	1.5333251953125	0.84375
2	0.06634147465229034	0.96875	1.6738173961639404	0.84375
3	0.03925484046339989	0.96875	1.7081716060638428	0.875
4	0.02176838368177414	1.0	1.750768780708313	0.84375
5	0.055882781744003296	0.96875	1.5796568393707275	0.875
6	0.05430559441447258	0.96875	1.6568118333816528	0.875
7	0.000493558996822685	1.0	1.6613293886184692	0.875
8	0.005027655977755785	1.0	1.5792056322097778	0.90625
9	0.13636134564876556	0.96875	1.2547866106033325	0.90625
10	0.03815668076276779	1.0	1.5701597929000854	0.84375
11	0.16921472549438477	0.9375	1.0536459684371948	0.875
12	0.08064056187868118	1.0	1.5531796216964722	0.84375
13	0.1229020282626152	0.96875	1.770886778831482	0.84375
14	0.0011107256868854165	1.0	1.78352952003479	0.84375
15	0.006841828115284443	1.0	1.9069709777832031	0.84375
16	0.00463654613122344	1.0	1.9660191535949707	0.84375
17	0.11214224249124527	0.96875	1.4461003541946411	0.78125
18	0.13364620506763458	1.0	1.8638098239898682	0.84375
19	0.010103514418005943	1.0	1.5509936809539795	0.875
20	0.04244522377848625	1.0	1.7677891254425049	0.875
21	0.09840883314609528	0.96875	2.3704447746276855	0.78125
22	0.2658913731575012	0.96875	2.2672016620635986	0.8125
23	0.010832592844963074	1.0	2.3874478340148926	0.8125
24	0.08919728547334671	0.96875	2.0140633583068848	0.8125
25	0.006166824139654636	1.0	2.0285122394561768	0.8125
26	0.04031672328710556	0.96875	1.9634863138198853	0.8125
27	0.021158933639526367	1.0	1.9055753946304321	0.84375
28	0.0006451625959016383	1.0	1.918760895729065	0.84375
29	0.03400212898850441	0.96875	1.6176211833953857	0.875
30	0.0368228405714035	1.0	1.8462470769882202	0.84375
31	0.0013119335053488612	1.0	1.8746384382247925	0.84375
32	0.06294727325439453	0.96875	2.152888774871826	0.84375
33	0.056218866258859634	0.96875	2.1401453018188477	0.84375
34	0.003038157010450959	1.0	2.196876287460327	0.84375
35	0.06924521923065186	0.96875	2.0329272747039795	0.84375
36	0.013867083936929703	1.0	2.1358673572540283	0.84375
37	0.0910666435956955	0.9375	2.5219342708587646	0.84375
38	0.009145911782979965	1.0	1.9413765668869019	0.84375
39	0.003727605566382408	1.0	1.8707326650619507	0.84375
40	0.05429375544190407	0.96875	1.6957201957702637	0.84375
41	0.05483149364590645	1.0	1.8595607280731201	0.84375
42	0.030288103967905045	0.96875	2.0880892276763916	0.84375
43	0.002068392699584365	1.0	2.111629009246826	0.84375
44	0.01884615235030651	1.0	1.6579034328460693	0.8125
45	0.13430804014205933	0.9375	1.9974480867385864	0.75
46	0.09812828153371811	0.96875	2.91572904586792	0.78125
47	0.016384795308113098	1.0	3.1334359645843506	0.78125
48	0.052509188652038574	0.96875	2.6380319595336914	0.78125
49	0.031432341784238815	1.0	3.00555419921875	0.78125
50	0.05650684982538223	0.96875	2.348174810409546	0.8125
51	0.02524038776755333	1.0	2.613135814666748	0.875
52	0.012558553367853165	1.0	2.639831066131592	0.875
53	0.003804558189585805	1.0	2.590331792831421	0.875
54	0.6362417936325073	0.96875	1.7467445135116577	0.65625
55	0.12611231207847595	0.9375	2.208362579345703	0.65625
56	0.12842018902301788	0.96875	2.263131856918335	0.65625
57	0.016864001750946045	1.0	2.424274444580078	0.6875
58	0.43830016255378723	0.96875	1.8587749004364014	0.6875
